,device_name,display_size (inches),display_prot,height (inches),width (inches),depth (inches),weight (grams),os,b_no_of_camera(s),backcam (megapixels),f_no_of_camera(s),frontcam (megapixels),internal (GB),ram (GB),expandable (GB),battery (mAh),chipset,architecture,cores,proc_make,frequency (MHz),gpu,price (INR)
1158,Micromax Canvas Infinity Pro ,5.7,,5.9,2.8,0.3,,"Android OS, v7.1 (Nougat)",1,16,2,20+8,64,4,128,3000,Snapdragon 430,Cortex A53,8,Qualcomm MSM8937,1.4,Adreno 505,10999
1159,Micromax Canvas Juice ,5,,5.6,2.8,0.3,152,"Android OS, v5.1 (Lollipop)",1,8,1,5,8,2,32,4000,,,4,,1,,8539
1160,Micromax Canvas Juice 2 ,5,,,,,,"Android OS, v5.0 (Lollipop)",1,8,1,2,8,2,32,3000,,,4,Mediatek MT6582M,1.3,Mali-400MP2,7200
1161,Micromax Canvas Juice 3 ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,8,1,2,8,2,32,4000,,Cortex-A7,4,,1.3,Mali-400MP2,7200
1162,Micromax Canvas Juice 3 Plus ,5.5,,,,,,"Android OS, v5.0 (Lollipop)",1,8,1,5,16,2,32,4000,,Cortex-A7,4,,1.3,Mali-400MP2,8999
1163,Micromax Canvas Juice 4 ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,Yes,3000,,,4,,1.3,,4499
1164,Micromax Canvas Juice A177 ,5,,,,,101,"Android OS, v4.2 (Jelly Bean)",1,5,2,0+3,4,1,32,3000,,,2,MediaTek MT6572E,1.2,Mali-400,6800
1165,Micromax Canvas Juice A77 ,5,,,,,,"Android OS, v4.2 (Jelly Bean)",1,5,2,0+3,4,1,32,3000,,Cortex-A7,2,Mediatek MT6572,1.3,Mali-400,4499
1166,Micromax Canvas Knight 2 ,5,Corning Gorilla Glass 3,5.2,2.8,0.2,164,"Android OS, v5.0 (Lollipop)",1,13,1,5,16,2,32,2260,Snapdragon 615,Cortex-A53,8,Qualcomm MSM8939 ,1.5+1.0,Adreno 405,5849
1167,Micromax Canvas Knight A350 ,5,,,,,,"Android OS, v4.4.2 (KitKat)",1,16,1,8,32,2,0,2350,,Cortex-A7,8,,1.7,Mali-450MP4,14285
1168,Micromax Canvas Knight Cameo A290 ,4.7,,,,,,"Android OS, v4.4.2 (KitKat)",1,8,1,5,8,1,32,2000,,Cortex-A7,8,,1.4,Mali-450MP4,6999
1169,Micromax Canvas Magnus A117 ,5,,5.6,2.9,0.3,,"Android OS, v4.2 (Jelly Bean)",1,12,1,2,4,1,32,2000,,Cortex-A7,4,Mediatek MT6589T,1.5,PowerVR SGX544MP2,15079
1170,Micromax Canvas Mega Q417 ,5.5,,,,,,"Android OS, v5.1 (Lollipop)",1,13,1,5,16,3,32,2500,,Cortex-A53,4,,1.3,Mali-T720MP2,8500
1171,Micromax Canvas Nitro 2 ,,,,,,,"Android OS, v4.4.2 (KitKat)",1,13,1,5,16,2,32,2400,,Cortex-A7,8,Mediatek MT6592,1.4,Mali-450MP4,7000
1172,Micromax Canvas Nitro 3 ,5,Corning Gorilla Glass 3,5.6,2.8,0.3,146,"Android OS, v5.1 (Lollipop)",1,13,1,5,16,2,32,2500,MT6592M,Cortex-A7,8,Mediatek,1.4,Mali-450MP4,5155
1173,Micromax Canvas Nitro 4G E455 ,5,,,,,,"Android OS, v5.0.2 (Lollipop)",1,13,1,5,16,2,32,2500,Snapdragon 415,Cortex-A53,8,Qualcomm MSM8929,1.4,Adreno 405,7399
1174,Micromax Canvas Nitro A310 ,5,,,,,,"Android OS, v4.4 (KitKat)",1,13,1,5,8,2,32,2500,,Cortex-A7,8,Mediatek MT6592,1.7,Mali-450MP4,8990
1175,Micromax Canvas Nitro A311 ,5,,5.56,2.83,0.35,88,Android v4.4 (KitKat),1,13,1,5,16,2,32,2500,MT6592,Cortex-A7 ,8,MediaTek,1.7,Mali-450MP4,8999
1176,Micromax Canvas Pace 4G ,5,,5.6,2.8,0.3,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,32,2500,,,4,,1.1,,7650
1177,Micromax Canvas Pep ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,2,0+3,8,1,32,1700,,Cortex-A7,4,Mediatek MT6582M,1.3,Mali-400MP2,4994
1178,Micromax Canvas Play ,5.5,,,,,,"Android OS, v5.0 (Lollipop)",1,5,2,0+3,8,1,32,2820,,Cortex-A7,4,Mediatek MT6582M,1.3,Mali-400MP2,4999
1179,Micromax Canvas Play 4G ,5.5,,,,,,Android v5.0.2 (Lollipop),1,13,1,5,16,2,32,2820,Snapdragon 410 ,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,7399
1180,Micromax Canvas Pulse 4G ,5,,5.5,2.7,0.3,128,"Android OS, v5.1 (Lollipop)",1,13,1,5,16,3,32,2100,MediaTek MT6753,Cortex-A53,8,MediaTek,1.3,Mali-T720MP3,6499
1181,Micromax Canvas Selfie ,4.7,,,,,,"Android OS, v4.4.2 (KitKat)",1,13,1,13,16,2,32,2300,,Cortex-A7,8,,1.7,Mali-450MP4,7295
1182,Micromax Canvas Selfie 2 ,5,,,,,,"Android OS, v5.0 (Lollipop)",1,5,1,5,8,1,32,2000,,Cortex-A7,4,,1.3,Mali-400MP2,5599
1183,Micromax Canvas Selfie 3 ,4.8,,,,,,"Android OS, v5.0 (Lollipop)",1,8,1,8,8,1,32,2300,,Cortex-A7,4,,1.3,Mali-400MP2,4390
1184,Micromax Canvas Selfie 4 ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,8,8,1,32,2500,,Cortex-A7,4,Mediatek MT6580,1.3,Mali-400MP2,4799
1185,Micromax Canvas Selfie Lens ,5,,,,,,"Android OS, v5.0 (Lollipop)",1,8,1,5,8,1,32,2800,,Cortex-A7,4,,1.3,Mali-400MP2,6900
1186,Micromax Canvas Sliver 5 ,4.8,Corning Gorilla Glass 3,5.6,2.7,0.2,97,"Android OS, v5.0.2 (Lollipop)",1,8,1,5,16,2,0,2000,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,6499
1187,Micromax Canvas Spark ,4.7,,,,,134,"Android OS, v5.0 (Lollipop)",1,8,1,2,8,1,32,2000,,Cortex-A7,4,Mediatek MT6582M,1.3,Mali-400MP2,5099
1188,Micromax Canvas Spark 2 ,5,,,,,154,Android v5.1 (Lollipop),1,5,1,2,4,0.75,32,1800,,Cortex-A7,4,Mediatek MT6580M,1.3,Mali-400MP2,4099
1189,Micromax Canvas Spark 3 ,5.5,,,,,,"Android OS, v5.1 (Lollipop)",1,8,1,5,8,1,32,2500,SC7731G,Cortex-A7,4,Spreadtrum,1.3,Mali-400 MP2,3899
1190,Micromax Canvas Turbo A250 ,5,,,,,,"Android OS, v4.2 (Jelly Bean)",1,13,1,5,16,2,0,2000,,Cortex-A7,4,Mediatek MT6589T,1.5,PowerVR SGX544MP2,11999
1191,Micromax Canvas Turbo Mini A200 ,4.7,,,,,,"Android OS, v4.2.2 (Jelly Bean)",1,8,1,5,4,1,32,1800,,Cortex-A7,4,,1.3,Mali-400MP2,6295
1192,Micromax Canvas Unite 4 Plus ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,2,64,2500,,,4,,1,,5390
1193,Micromax Canvas Win W121 ,5,,,,,,Microsoft Windows v8.1,1,8,1,2,8,1,32,2000,Snapdragon 200,Cortex-A7,4,Qualcomm MSM8212 ,1.2,Adreno 302,4804
1194,Micromax Canvas XL2 A109 ,5,,,,,,"Android OS, v4.4 (KitKat)",1,5,2,0+3,4,1,32,2500,,Cortex-A7,4,Mediatek MT6589M,1.2,PowerVR SGX544,5695
1195,Micromax Canvas XP 4G ,5,,5.6,2.8,0.3,134,"Android OS, v5.1 (Lollipop)",1,8,1,2,16,3,32,2000,MT6735P,Cortex-A53,4,Mediatek ,1,Mali-T720MP2,5300
1196,Micromax Canvas Xpress ,4.5,,5.2,2.5,0.3,143,"Android OS, v4.4 (KitKat)",1,5,2,0+3,8,1,32,1950,,Cortex-A7,4,Mediatek MT6582V/X,1.3,Mali-400MP2,5499
1197,Micromax Canvas Xpress 2 ,5,,,,,,"Android OS, v4.4.2 (KitKat)",1,13,1,2,8,1,32,2500,,Cortex-A7,8,Mediatek MT6592M,1.4,Mali-450MP4,4599
1198,Micromax Canvas Xpress 4G ,5,,,,,,"Android OS, v5.1 (Lollipop)",1,8,1,2,16,2,32,2000,,Cortex-A53,4,Mediatek MT6735P,1,Mali-T720MP2,4488
1199,Micromax Canvas Xpress 4G 3GB RAM ,5,,,,,164,"Android OS, v5.1 (Lollipop)",1,8,1,2,16,3,32,2000,MT6735P,Cortex-A53,4,Mediatek,1,Mali-T720MP2,4399
1200,Micromax Dual 5 ,5.5,,,,,,"Android OS, v6.0 (Marshmallow)",1,13,1,13,128,4,128,3200,Snapdragon 652,Cortex-A72,8,Qualcomm MSM8976,1.8+1.4,Adreno 510,21200
1201,Micromax Evok Dual Note ,5.5,,6,2.9,0.3,,"Android OS, v7.0 (Nougat)",2,13+5,1,5,32,3,64,3000,MT6750T,Cortex A53,8,MediaTek,1.5,Mali-T860 MP2,9999
1202,Micromax Evok Dual Note 4GB RAM ,5.5,,6,2.9,0.3,,"Android OS, v7.0 (Nougat)",2,13+5,1,5,32,4,64,3000,MT6750T,Cortex A53,8,MediaTek,1.5,Mali-T860 MP2,9999
1203,Micromax Evok Note ,5.5,Gorilla Glass ,6,2.1,3,162,"Android OS, v6.0 (Marshmallow)",1,13,1,5,32,3,128,4000,Mediatek MT6753,Cortex A53,8,Mediatek ,1.3,Mali-T720MP3,8499
1204,Micromax Evok Power ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,2,128,4000,,,4,,1.3,,6999
1205,Micromax Flash X910 ,2.8,,,,,,,1,0.3,0,,,,8,4000,,,,,,,1888
1206,Micromax GC313 ,1.8,,,,,,,1,0.3,0,,,,8,1000,,,,,,,1049
1207,Micromax Joy X1800 ,1.8,,4.1,0.5,1.7,110,,1,0.08,0,,,,32,750,,,,,,,899
1208,Micromax Joy X1850 ,1.8,No,,,,110,,1,0.08,0,,35KB,,4,1800,,,,,,,825
1209,Micromax Mega 2 ,6,,,,,,"Android OS, v5.1 (Lollipop)",1,8,1,5,8,1,32,3000,,,4,,1.3,,7530
1210,Micromax Mega 2 Plus ,6,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,2,128,3000,,,4,,1.3,,6298
1211,Micromax Q300 ,3.5,,,,,,"Android OS, v5.0 (Lollipop)",1,2,2,0+3,4,0.5,32,1200,,,4,,1.2,,2299
1212,Micromax Q325 ,4,,,,,,"Android OS, v4.4 (KitKat)",1,3.2,2,0+3,4,0.5,32,1400,,,4,,1.2,,3100
1213,Micromax Q336 ,4.5,,,,,,"Android OS, v4.4 (KitKat)",1,5,1,2,4,0.5,32,1700,,,4,,1.2,,4500
1214,Micromax Q370 ,4.5,,,,,,"Android OS, v5.1 (Lollipop)",1,5,1,2,8,1,32,1650,,,4,,1.2,,5490
1215,Micromax Q412 Fire 4G Plus ,4.7,,,,,,"Android OS, v5.1 (Lollipop)",1,8,1,5,8,1,32,2000,,Cortex-A53,4,,1,MT6735P ,8199
1216,Micromax Q450 ,4.7,,,,,97,"Android OS, v5.0 (Lollipop)",1,8,1,5,16,2,32,2000,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.2,Adreno 306,5978
1217,Micromax Q7 ,2.2,,4.3,2.3,0.4,100,,1,2,0,,,,4,800,,,,,,,2990
1218,Micromax Selfie 2 Note ,5.5,Corning Gorilla Glass,,,,,"Android OS, v7.0 (Nougat)",1,13,1,8,32,3,32,3000,MT6737,Cortex A53,4,MediaTek,1.3,ARM Mali T720,7499
1219,Micromax Selfie 2 Q4311 ,5.2,,,,,148,"Android OS, v7.0 (Nougat)",1,13,1,8,32,3,64,3000,MT6737,Cortex A53,4,MediaTek,1.3,Mali-T720 MP2,7999
1220,Micromax Selfie 3 ,5,,,,,,"Android OS, v7.0 (Nougat)",1,13,1,16,32,3,128,3000,Snapdragon 435,Cortex A53,8,Qualcomm,1.3,,7999
1221,Micromax Spark 4G Prime ,5,,,,,,"Android OS, v7.0 (Nougat)",1,8,1,5,16,2,32,2500,MT6737,,4,MediaTek,1.1,,5299
1222,Micromax Spark Vdeo ,4.5,,5.2,2.6,0.3,140,"Android OS, v6.0 (Marshmallow)",1,5,1,2,8,1,32,1800,Snapdragon 210,Cortex-A7,4,Qualcomm,1.1,Mali-400 MP,3400
1223,Micromax Supreme ,3.5,,,,,,"Android OS, v5.1 (Lollipop)",1,2,2,0+3,4,0.5,32,1200,,,4,,1.2,,2190
1224,Micromax Unite 2 A106 ,4.7,,,,,,"Android OS, v4.4.2 (KitKat)",1,5,1,2,4,1,32,2000,,Cortex-A7,4,,1.3,Mali-400MP2,6799
1225,Micromax Unite 3 Q372 ,,,,,,,"Android OS, v5.0 (Lollipop)",1,8,1,2,8,1,32,2000,,Cortex-A7,4,Mediatek MT6582M,1.3,Mali-400MP2,6500
1226,Micromax Unite 4 ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,8,1,32,2500,,,4,,1.4,,5539
1227,Micromax Vdeo 1 ,4,Corning Gorilla Glass,4.7,2.4,0.3,136,"Android OS, v6.0 (Marshmallow)",1,5,1,2,8,1,32,1600,SC9832A,Cortex A7,4,Spreadtrum,1.3,Mali-400 MP2,2985
1228,Micromax Vdeo 2 ,4.5,,,,,,"Android OS, v6.0 (Marshmallow)",1,5,1,2,8,1,32,1800,,,4,,1.3,,3499
1229,Micromax Vdeo 3 ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,5,1,2,8,1,128,2000,,,4,,1.5,,3850
1230,Micromax Vdeo 4 ,5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,2,8,1,32,4000,Snapdragon 210,,4,Qualcomm,1.1,,5499
1231,Micromax Vdeo 5 ,5.5,,,,,,"Android OS, v6.0 (Marshmallow)",1,8,1,5,8,1,32,3000,,,4,,1.3,,6749
1232,Micromax X071 ,1.8,,,,,71,,1,0.08,0,,,0.03125,8,1000,,,1,,,,725
1233,Micromax X072 ,1.8,,,,,,,1,0.8,0,,,,8,1750,,,,,,,725
1234,Micromax X073 ,1.8,,,,,,,1,0.3,0,,,,8,800,,,,,,,747
1235,Micromax X074 ,1.7,,,,,,,1,0.3,,,,,Yes,1750,,,,,,,1160
1236,Micromax X084 ,1.8,,,,,,,1,0.3,0,,,,8,1800,,,,,,,1950
1237,Micromax X088 Plus ,1.8,,,,,,,1,0.3,0,,,,16,1000,,,,,,,727
1238,Micromax X090 ,1.8,,4.4,1.8,0.6,90,,1,0.8,0,,,,8,1800,,,,,,,895
1239,Micromax X099i ,1.7,,,,,,,1,0.3,0,,,,4,900,,,,,,,1450
1240,Micromax X1i Pop ,2.4,,,,,,,1,0.3,2,0+3,,,16,1750,,,,,,,889
1241,Micromax X1i Power ,2.4,,,,,58,,1,0.3,2,0+3,,,8,1750,,,,,,,1042
1242,Micromax X2400 ,2.4,,,,,,,1,0.3,0,,,,8,2300,,,,,,,1301
1243,Micromax X2411 ,2.4,,,,,80,,1,0.3,0,,,,8,1100,,,,,,,1999
1244,Micromax X242 ,2.4,,,,,96,,1,0.3,2,0+3,,,8,1750,,,,,,,1349
1245,Micromax X253 ,2.4,,,,,,,1,0.3,0,,,,8,1400,,,,,,,1649
1246,Micromax X2814 ,2.8,,,,,,,1,0.3,0,,,,8,950,,,,,,,1349
1247,Micromax X344 ,2.8,,,,,,,1,0.8,0,,,,8,1400,,,,,,,1900
1248,Micromax X352 ,2.8,,4.9,2.2,0.6,,,1,0.3,0,,,,8,3000,,,,,,,1963
1249,Micromax X353 ,3.5,,,,,82,,1,0.3,0,,344KB,,8,1100,,,,,,,2059
1250,Micromax X371 ,1.8,,,,,,,1,0.3,0,,,,8,800,,,,,,,785
1251,Micromax X372 ,1.8,,,,,,,1,0.08,0,,,,,800,,,,,,,775
1252,Micromax X377 ,1.8,,,,,,,,,0,,,,,1000,,,,,,,690
1253,Micromax X402 ,1.8,,,,,,,1,0.3,0,,,,8,800,,,,,,,899
1254,Micromax X406 ,1.7,,,,,,,1,0.3,0,,,,8,1800,,,,,,,999
1255,Micromax X407 ,1.8,,,,,,,1,0.3,0,,,,8,800,,,,,,,1149
1256,Micromax X408 ,1.8,,,,,,,1,0.3,0,,,,8,800,,,,,,,959
1257,Micromax X409 ,1.8,,,,,,,1,0.3,2,0+3,,,32,800,,,,,,,769
1258,Micromax X415 ,1.8,,,,,,,1,0.3,0,,,,32,1000,,,,,,,770
1259,Micromax X424 ,1.8,,,,,,,1,0.3,0,,,,32,800,,,,,,,790
1260,Micromax X424 Plus ,1.8,,,,,,,1,0.08,0,,,,8,1750,,,,,,,782
1261,Micromax X502 ,1.8,,,,,,,1,0.3,0,,,,16,1200,,,,,,,1200
1262,Micromax X507 ,1.8,,,,,,,1,0.3,0,,,,8,1000,,,,,,,1399
1263,Micromax X551 ,1.8,,,,,,,1,0.3,0,,,,8,1800,,,,,,,1295
1264,Micromax X556 ,1.8,,,,,,,1,0.3,0,,,,8,800,,,,,,,733
1265,Micromax X570 ,1.8,,,,,,,1,0.3,0,,,,16,1300,,,,,,,849
1266,Micromax X590 ,1.8,,,,,,,1,0.3,0,,,,8,2400,,,,,,,1985
1267,Micromax X591 ,1.7,,,,,88,,1,0.08,0,,0.03125,0.03125,16,1800,,,,,,,1195
1268,Micromax X595 ,1.8,,,,,,,1,0.3,0,,,,8,1750,,,,,,,799
1269,Micromax X597 ,1.7,,,,,85,,1,0.3,0,,0.0234375,0.0625,,1800,,,,,,,887
1270,Micromax X601 ,2.4,,,,,63,,1,0.3,0,,,,8,1450,,,,,,,899
1271,Micromax X605 ,2.4,,,,,70,,1,0.3,0,,0.0234375,0.03125,8,1000,,,,,,,899
1272,Micromax X606 ,2.1,,,,,,,1,0.3,0,,0.0546875,0.0390625,8,1000,,,,,,,3699
1273,Micromax X607 ,2.4,,,,,,,1,0.3,0,,,,8,1000,,,,,,,1215
1274,Micromax X610 ,2.4,,,,,,,1,0.3,0,,,,8,1800,,,,,,,1020
1275,Micromax X615 ,2.4,,,,,,,1,0.3,0,,,,8,1500,,,,,,,1049
1276,Micromax X701 ,2.4,,,,,,,1,0.3,0,,,,8,1000,,,,,,,898
1277,Micromax X704 ,2.4,,,,,,,1,0.3,0,,,,16,1400,,,,,,,1200
1278,Micromax X706 ,2.4,,,,,,,1,0.3,0,,,,16,1800,,,,,,,1285
1279,Micromax X713 ,2.4,,4.8,2,0.5,84,,1,0.3,0,,,,,1000,,,,,,,929
1280,Micromax X715 ,2.4,,,,,,,1,0.3,0,,,,8,1500,,,,,,,1299
1281,Micromax X725 Dual SIM ,2.4,,,,,,,1,0.3,0,,,,32,1450,,,,,,,1299
1282,Micromax X726 ,2.4,,,,,,,1,0.3,0,,,,16,1750,,,,,,,1079
1283,Micromax X730 ,2.4,,,,,,,1,0.3,0,,,,16,1400,,,,,,,999
1284,Micromax X740 ,1.8,,,,,,,1,0.3,2,0+3,,,8,1800,,,,,,,1244
1285,Micromax X751 ,2.4,,,,,,,1,0.3,2,0+3,,,32,800,,,,,,,869
1286,Micromax X770 ,2.4,,,,,,,1,0.3,0,,,,16,1450,,,,,,,1438
1287,Micromax X771 ,2.4,,,,,,,1,1.3,2,0+3,,,64,1750,,,,,,,1375
1288,Micromax X777 ,2.4,,,,,,,1,0.3,0,,0.0546875,0.0390625,,3000,,,,,,,1490
1289,Micromax X781 ,2.4,,,,,,,1,0.3,0,,,,8,2800,,,,,,,1349
1290,Micromax X800 ,2.4,,,,,,,1,0.3,0,,,,8,1800,,,,,,,1390
1291,Micromax X801 ,2.4,,,,,,,1,0.3,0,,128KB,,16,1150,,,,,,,1249
1292,Micromax X802 ,2.4,,,,,,,1,0.3,0,,,,8,1750,,,,,,,1300
1293,Micromax X803 ,2.4,,,,,,,1,0.3,0,,,,32,950,,,,,,,1425
1294,Micromax X805 ,2.8,,,,,,,1,0.3,0,,,,8,8419,,,,,,,1100
1295,Micromax X806 ,1.7,,,,,,,1,0.3,0,,300KB,,8,1800,,,,,,,2968
1296,Micromax X849 ,1.7,,,,,,,1,0.3,0,,,,16,1450,,,,,,,1649
1297,Micromax X853 ,3.5,,,,,,,1,0.3,0,,0.03125,,8,1000,,,,,,,3990
1298,Micromax X904 ,2.8,,,,,,,1,0.3,0,,,,MicroSD,1200,,,,,,,1599
1299,Micromax X908 ,2.8,,,,,,,1,0.3,0,,,,16,1450,,,,,,,1210
1300,Micromax X913 ,2.8,,,,,,,1,0.3,0,,,,8,1650,,,,,,,1650
1301,Micromax X915 ,2.8,,,,,,,1,0.3,0,,,,16,1750,,,,,,,1682
1302,Micromax X916 ,2.8,,,,,,,1,0.3,0,,,,,1800,,,,,,,2299
1303,Micromax X917 ,2.8,,,,,,,1,0.3,0,,,,16,1000,,,,,,,1650
1304,Micromax X920 ,2.8,,,,,,,1,0.3,2,0+3,,,32,1450,,,,,,,1438
1305,Micromax X970 ,2.8,,,,,,,1,0.3,0,,,,16,1750,,,,,,,2999
1306,Micromax X989 ,4,,,,,,,1,0.3,0,,,,8,1200,,,,,,,2999
1307,Micromax canvas mega E353 ,5.5,Corning Gorilla Glass 3,6,3.1,0.3,,"Android OS, v5.1 (Lollipop)",1,13,1,5,8,1,32,2820,MediaTek MT6592M,Cortex A7,8,MediaTek ,1.4,Mali-450 MP4,4888
1308,Micromax x2050 ,2,,,,,70,,1,0.8,0,,0.25,,8,950,,,,,,,2239
1309,Micromax x707 ,2.4,,,,,,,1,0.3,0,,,,16,1000,,,,,,,910
1310,Micromax x716 ,2.4,,,,,,,1,0.3,0,,,,8,1800,,,,,,,1499
1311,Micromax x900 ,2.8,,,,,,,1,0.3,0,,,0.0390625,,1000,,,1,,,,1199
1312,Microsoft LUMIA 430 Dual SIM ,4,,4.7,2.4,0.4,127,Microsoft Windows v8.1,1,2,2,0+3,8,1,128,1500,Snapdragon 200,Cortex-A7,2,Qualcomm MSM8210 ,1.2,Adreno 302,4399
1313,Microsoft Lumia 435 Dual SIM ,4,,4.6,2.5,0.4,134.1,"Windows OS, v8.1",1,2,2,0+3,8,1,128,1560,Snapdragon 200,Cortex-A7,2,Qualcomm MSM8210,1.2,Adreno 302,5121
1314,Microsoft Lumia 532 ,4,,4.6,2.5,0.4,136,Microsoft Windows v8.1,1,5,2,0+3,8,1,128,1560,Snapdragon 200,Cortex-A7,4,Qualcomm MSM8212 ,1.2,Adreno 302,5921
1315,Microsoft Lumia 535 ,5,Corning Gorilla Glass 3,5.5,2.8,0.3,146,Microsoft Windows Phone 8.1,1,5,1,5,8,1,128,1905,Snapdragon 200,Cortex-A7,4,Qualcomm,1.2,Adreno 302,6147
1316,Microsoft Lumia 540 Dual SIM ,5,,5.6,2.9,0.3,152,Microsoft Windows Phone 8.1 with Lumia Denim,1,8,1,5,8,1,128,2200,Snapdragon 200,Cortex-A7,4,Qualcomm,1.2,Adreno 302,7649
1317,Microsoft Lumia 550 ,4.7,,5.3,2.6,0.3,141.9,Microsoft Windows 10,1,5,1,2,8,1,256,2100,Snapdragon 210,Cortex-A7,4,Qualcomm MSM8909,1.1,Adreno 304,8499
1318,Microsoft Lumia 640 ,5,,5.5,2.8,0.3,145,Microsoft Windows 8.1,1,8,1,1,8,1,128,2500,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8926,1.2,Adreno 305,7999
1319,Microsoft Lumia 640 XL ,5.7,,6.2,3.2,0.3,171,Microsoft Windows Phone 8.1 with Lumia Denim,1,13,1,5,8,1,128,3000,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8226,1.2,Adreno 305,12600
1320,Microsoft Lumia 640XL ,5.7,,6.2,3.2,0.3,171,Microsoft Windows 8.1,1,13,1,5,8,1,128,3000,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8226,1.2,Adreno 305,14999
1321,Microsoft Lumia 735 ,4.7,Corning Gorilla Glass 3,5.3,2.7,0.3,134,Windows 10,1,5,1,5,16,1,128,2200,Snapdragon 400,Cortex-A7,4,Qualcomm,1.2,Adreno 305,15400
1322,Microsoft Lumia 950 ,5.2,,5.7,2.8,0.3,150,Microsoft Windows 10,1,20,1,5,32,3,200,3000,Snapdragon 808,Cortex-A57,6,Qualcomm,1.82+1.44,Adreno 418,47990
1323,Motorola Droid Maxx ,5,,5.4,2.8,0.3,167,"Android OS, v4.2 (Jelly Bean)",1,10,1,2,16,2,0,3500,Snapdragon S4Pro,Krait,2,Qualcomm,1.7,Adreno 320,7949
1324,Motorola Moto C ,5,,5.7,2.9,0.3,154,"Android OS, v7.0 (Nougat)",1,5,1,2,16,1,64,2350,MT6737M,Cortex-A53,4,Mediatek,1.1,,5958
1325,Motorola Moto C 8GB ,5,,5.7,2.9,0.3,154,"Android OS, v7.0 (Nougat)",1,5,1,2,8,1,32,2350,MT6737M,Cortex-A53,4,Mediatek,1.1,Mali-T720MP2,5990
1326,Motorola Moto C Plus ,5,,5.6,2.8,0.3,162,"Android OS, v7.0 (Nougat)",1,8,1,2,16,2,128,4000,MT6737,Cortex-A53,4,MediaTek,1.3,Mali-T720MP2,6499
1327,Motorola Moto E ,4.3,,4.9,2.5,0.4,142,"Android OS, v4.4.2 (KitKat)",1,5,0,,4,1,32,1980,Snapdragon 200,Cortex-A7,2,Qualcomm,1.2,Adreno 302,9999
1328,Motorola Moto E (2nd Gen) ,4.5,,5.1,2.6,0.4,145,"Android OS, v5.0, v5.1 (Lollipop)",1,5,0,,8,1,32,2390,,,,,,,5499
1329,Motorola Moto E 4G (2nd Gen) ,4.5,,5.1,2.6,0.4,145,"Android OS, v5.0 (Lollipop)",1,5,0,,8,1,32,2390,,,,,,Adreno 306,6799
1330,Motorola Moto E3 Power ,5,,5.6,2.8,0.3,153,"Android OS, v6.0 (Marshmallow)",1,8,1,5,16,2,32,3500,MT6735P,Cortex-A53,4,MediaTek,1,Mali-T720MP2,7990
1331,Motorola Moto E4 ,5,Corning Gorilla Glass 3,5.7,2.8,0.3,151,"Android OS, v7.0 (Nougat)",1,5,1,8,16,2,128,2800,MT6737,Cortex-A53,4,Mediatek,1.3,Mali-T720,6449
1332,Motorola Moto E4 Plus ,5.5,Corning Gorilla Glass 3,6.1,3,0.3,198,"Android OS, v7.1.1 (Nougat)",1,13,1,5,32,3,128,5000,MT6737,Cortex-A53,4,MediaTek,1.3,Mali T720,8299
1333,Motorola Moto E5 ,5.7,,6,2.8,0.3,174,"Android OS, v8.0 (Oreo)",1,13,1,5,16,2,128,4000,Snapdragon 425,Cortex-A53,4,Qualcomm MSM8917,1.4,,9995
1334,Motorola Moto E5 Plus ,6,,,,,,"Android OS, v8.0 (Oreo)",1,12,1,5,32,3,128,5000,Snapdragon 430,Cortex-A53,8,Qualcomm,1.4,Adreno 308,11999
1335,Motorola Moto G (2nd Gen) ,5,,5.5,2.7,0.4,143,"Android OS, v4.4 (Kitkat)",1,8,1,2,16,1,32,2070,Snapdragon 400,Cortex-A7,4,Qualcomm MSM8226 ,1.2,Adreno 305,11999
1336,Motorola Moto G (3rd Gen) ,5,Corning Gorilla Glass 3,5.5,2.8,0.4,155,"Android OS, v5.1.1 (Lollipop)",1,13,1,5,16,2,32,2470,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.4,Adreno 306,12999
1337,Motorola Moto G (3rd Gen) 8GB ,5,,5.5,2.8,0.4,155,"Android OS, v5.1.1 (Lollipop)",1,13,1,5,8,1,32,2470,Snapdragon 410,Cortex-A53,4,Qualcomm MSM8916,1.4,Adreno 306,11999
